productid,category,groupid,name,alternate,price,color1,color2,color3,color4,color5,image1,image2,image3,image4,image5,country,city,state,timing,also_appears_in_category
com.flashforceapp.laos,National Soccer ⚽,165,Laos 🇱🇦,Home,0.99,002868,ffffff,ce1126,,,,,,,,Laos 🇱🇦,,,6_4_2,
com.flashforceapp.lebanon,National Soccer ⚽,166,Lebanon 🇱🇧,Home,0.99,ed1c24,00a651,ffffff,,,,,,,,Lebanon 🇱🇧,,,6_4_2,
com.flashforceapp.macau,National Soccer ⚽,167,Macau 🇲🇴,Home,0.99,00785e,ffffff,,,,,,,,,Macau 🇲🇴,,,6_4,
com.flashforceapp.malaysia,National Soccer ⚽,168,Malaysia 🇲🇾,Home,0.99,000000,ffcc00,,,,,,,,,Malaysia 🇲🇾,,,6_4,
com.flashforceapp.maldives,National Soccer ⚽,169,Maldives 🇲🇻,Home,0.99,d21034,ffffff,007e3a,,,,,,,,Maldives 🇲🇻,,,6_4_2,
com.flashforceapp.mongolia,National Soccer ⚽,170,Mongolia 🇲🇳,Home,0.99,C4272F,015197,F9CF02,,,,,,,,Mongolia 🇲🇳,,,6_4_2,
com.flashforceapp.myanmar,National Soccer ⚽,171,Myanmar 🇲🇲,Home,0.99,ea2839,ffffff,,,,,,,,,Myanmar 🇲🇲,,,6_4,
com.flashforceapp.nepal,National Soccer ⚽,172,Nepal 🇳🇵,Home,0.99,dc143c,ffffff,,,,,,,,,Nepal 🇳🇵,,,6_4,
com.flashforceapp.northernmarianaislands,National Soccer ⚽,173,Mariana Islands 🇲🇵,Home,0.99,0071bc,ffffff,,,,,,,,,Mariana Islands 🇲🇵,,,6_4,
com.flashforceapp.oman,National Soccer ⚽,174,Oman 🇴🇲,Home,0.99,db161b,ffffff,,,,,,,,,Oman 🇴🇲,,,6_4,
com.flashforceapp.pakistan,National Soccer ⚽,175,Pakistan 🇵🇰,Home,0.99,01411c,ffffff,,,,,,,,,Pakistan 🇵🇰,,,6_4,
com.flashforceapp.palestine,National Soccer ⚽,176,Palestine 🇵🇸,Home,0.99,ce1126,ffffff,,,,,,,,,Palestine 🇵🇸,,,6_4,
com.flashforceapp.philippines,National Soccer ⚽,177,Philippines 🇵🇭,Home,0.99,0038a8,ffffff,,,,,,,,,Philippines 🇵🇭,,,6_4,
com.flashforceapp.qatar,National Soccer ⚽,178,Qatar 🇶🇦,Home,0.99,8d1b3d,ffffff,,,,,,,,,Qatar 🇶🇦,,,6_4,
com.flashforceapp.saudiarabia,National Soccer ⚽,179,Saudi Arabia 🇸🇦,Home,0.99,006c35,ffffff,,,,,,,,,Saudi Arabia 🇸🇦,,,6_4,
com.flashforceapp.singapore,National Soccer ⚽,180,Singapore 🇸🇬,Home,0.99,ED2939,000000,,,,,,,,,Singapore 🇸🇬,,,6_4,
com.flashforceapp.srilanka,National Soccer ⚽,181,Sri Lanka 🇱🇰,Home,0.99,ffb700,8d2029,,,,,,,,,Sri Lanka 🇱🇰,,,6_4,
com.flashforceapp.syria,National Soccer ⚽,182,Syria 🇸🇾,Home,0.99,ce1126,ffffff,,,,,,,,,Syria 🇸🇾,,,6_4,
com.flashforceapp.tajikistan,National Soccer ⚽,183,Tajikistan 🇹🇯,Home,0.99,cc0000,ffffff,,,,,,,,,Tajikistan 🇹🇯,,,6_4,
com.flashforceapp.thailand,National Soccer ⚽,184,Thailand 🇹🇭,Home,0.99,241d4f,ffffff,,,,,,,,,Thailand 🇹🇭,,,6_4,
com.flashforceapp.timorleste,National Soccer ⚽,185,Timor Leste 🇹🇱,Home,0.99,dc241f,000000,ffc726,,,,,,,,Timor Leste 🇹🇱,,,6_4_2,
com.flashforceapp.turkmenistan,National Soccer ⚽,186,Turkmenistan 🇹🇲,Home,0.99,28ae66,ffffff,,,,,,,,,Turkmenistan 🇹🇲,,,6_4,
com.flashforceapp.unitedarabemirates,National Soccer ⚽,187,United Arab Emirates 🇦🇪,Home,0.99,ff0000,ffffff,,,,,,,,,United Arab Emirates 🇦🇪,,,6_4,
com.flashforceapp.uzbekistan,National Soccer ⚽,188,Uzbekistan 🇺🇿,Home,0.99,0099b5,ffffff,,,,,,,,,Uzbekistan 🇺🇿,,,6_4,
com.flashforceapp.vietnam,National Soccer ⚽,189,Vietnam 🇻🇳,Home,0.99,DA251D,FFFF00,,,,,,,,,Vietnam 🇻🇳,,,6_4,
com.flashforceapp.yemen,National Soccer ⚽,190,Yemen 🇾🇪,Home,0.99,ce1126,ffffff,000000,,,,,,,,Yemen 🇾🇪,,,6_4_2,
com.flashforceapp.algeria,National Soccer ⚽,191,Algeria 🇩🇿,Home,0.99,ffffff,006233,,,,,,,,,Algeria 🇩🇿,,,6_4,
com.flashforceapp.angola,National Soccer ⚽,192,Angola 🇦🇴,Home,0.99,ce1126,000000,f9d616,,,,,,,,Angola 🇦🇴,,,6_4_2,
com.flashforceapp.benin,National Soccer ⚽,193,Benin 🇧🇯,Home,0.99,fcd116,e8112d,008751,,,,,,,,Benin 🇧🇯,,,6_4_2,
com.flashforceapp.botswana,National Soccer ⚽,194,Botswana 🇧🇼,Home,0.99,75aadb,000000,ffffff,,,,,,,,Botswana 🇧🇼,,,6_4_2,
com.flashforceapp.burkinafaso,National Soccer ⚽,195,Burkina Faso 🇧🇫,Home,0.99,009e49,ef2b2d,,,,,,,,,Burkina Faso 🇧🇫,,,6_4,
com.flashforceapp.burundi,National Soccer ⚽,196,Burundi 🇧🇮,Home,0.99,ce1126,ffffff,1eb53a,,,,,,,,Burundi 🇧🇮,,,6_4_2,
com.flashforceapp.cameroon,National Soccer ⚽,197,Cameroon 🇨🇲,Home,0.99,007a5e,ce1126,fcd116,,,,,,,,Cameroon 🇨🇲,,,6_4_2,
com.flashforceapp.capeverde,National Soccer ⚽,198,Cape Verde 🇨🇻,Home,0.99,003893,ffffff,cf2027,,,,,,,,Cape Verde 🇨🇻,,,6_4_2,
com.flashforceapp.centralafricanrepublic,National Soccer ⚽,199,Central African Republic 🇨🇫,Home,0.99,ffffff,003082,,,,,,,,,Central African Republic 🇨🇫,,,6_4,
com.flashforceapp.chad,National Soccer ⚽,200,Chad 🇹🇩,Home,0.99,002664,fecb00,c60c30,,,,,,,,Chad 🇹🇩,,,6_4_2,
com.flashforceapp.comoros,National Soccer ⚽,201,Comoros 🇰🇲,Home,0.99,ffffff,3d8e33,,,,,,,,,Comoros 🇰🇲,,,6_4,
com.flashforceapp.congo,National Soccer ⚽,202,Congo 🇨🇬,Home,0.99,dc241f,ffffff,,,,,,,,,Congo 🇨🇬,,,6_4,
com.flashforceapp.congodr,National Soccer ⚽,203,Congo DR 🇨🇩,Home,0.99,007fff,ce1021,,,,,,,,,Congo DR 🇨🇩,,,6_4,
com.flashforceapp.djibouti,National Soccer ⚽,204,Djibouti 🇩🇯,Home,0.99,ffffff,12ad2b,,,,,,,,,Djibouti 🇩🇯,,,6_4,
com.flashforceapp.egypt,National Soccer ⚽,205,Egypt 🇪🇬,Home,0.99,ce1126,000000,ffffff,,,,,,,,Egypt 🇪🇬,,,6_4_2,
com.flashforceapp.equatorialguinea,National Soccer ⚽,206,Equatorial Guinea 🇬🇶,Home,0.99,e32118,ffffff,,,,,,,,,Equatorial Guinea 🇬🇶,,,6_4,
com.flashforceapp.eritrea,National Soccer ⚽,207,Eritrea 🇪🇷,Home,0.99,4189dd,ea0437,12ad2b,,,,,,,,Eritrea 🇪🇷,,,6_4_2,
com.flashforceapp.ethiopia,National Soccer ⚽,208,Ethiopia 🇪🇹,Home,0.99,078930,fcdd09,da121a,,,,,,,,Ethiopia 🇪🇹,,,6_4_2,
com.flashforceapp.gabon,National Soccer ⚽,209,Gabon 🇬🇦,Home,0.99,fcd116,3a75c4,,,,,,,,,Gabon 🇬🇦,,,6_4,
com.flashforceapp.gambia,National Soccer ⚽,210,Gambia 🇬🇲,Home,0.99,ce1126,0c1c8c,3a7728,,,,,,,,Gambia 🇬🇲,,,6_4_2,
com.flashforceapp.ghana,National Soccer ⚽,211,Ghana 🇬🇭,Home,0.99,ffffff,ce1126,fcd116,006b3f,000000,,,,,,Ghana 🇬🇭,,,6_4_2_2_2,
com.flashforceapp.guinea,National Soccer ⚽,212,Guinea 🇬🇳,Home,0.99,ce1126,fcd116,009e49,,,,,,,,Guinea 🇬🇳,,,6_4_2,
com.flashforceapp.guineabissau,National Soccer ⚽,213,Guinea Bissau 🇬🇼,Home,0.99,ce1126,fcd116,009e49,,,,,,,,Guinea Bissau 🇬🇼,,,6_4_2,
com.flashforceapp.ivorycoast,National Soccer ⚽,214,Ivory Coast 🇨🇮,Home,0.99,f77f00,009e60,,,,,,,,,Ivory Coast 🇨🇮,,,6_4,
com.flashforceapp.kenya,National Soccer ⚽,215,Kenya 🇰🇪,Home,0.99,bb0000,ffffff,,,,,,,,,Kenya 🇰🇪,,,6_4,
com.flashforceapp.lesotho,National Soccer ⚽,216,Lesotho 🇱🇸,Home,0.99,00209f,009543,ffffff,,,,,,,,Lesotho 🇱🇸,,,6_4_2,
com.flashforceapp.liberia,National Soccer ⚽,217,Liberia 🇱🇷,Home,0.99,bf0a30,ffffff,002868,,,,,,,,Liberia 🇱🇷,,,6_4_2,
com.flashforceapp.libya,National Soccer ⚽,218,Libya 🇱🇾,Home,0.99,ff0000,000000,ffffff,,,,,,,,Libya 🇱🇾,,,6_4_2,
com.flashforceapp.madagascar,National Soccer ⚽,219,Madagascar 🇲🇬,Home,0.99,007e3a,ffffff,,,,,,,,,Madagascar 🇲🇬,,,6_4,
com.flashforceapp.malawi,National Soccer ⚽,220,Malawi 🇲🇼,Home,0.99,ce1126,ffffff,339e35,,,,,,,,Malawi 🇲🇼,,,6_4_2,
com.flashforceapp.mali,National Soccer ⚽,221,Mali 🇲🇱,Home,0.99,fcd116,ce1126,14b53a,,,,,,,,Mali 🇲🇱,,,6_4_2,
com.flashforceapp.mauritania,National Soccer ⚽,222,Mauritania 🇲🇷,Home,0.99,006233,ffc400,,,,,,,,,Mauritania 🇲🇷,,,6_4,
com.flashforceapp.mauritius,National Soccer ⚽,223,Mauritius 🇲🇺,Home,0.99,ffffff,ea2839,,,,,,,,,Mauritius 🇲🇺,,,6_4,
com.flashforceapp.morocco,National Soccer ⚽,224,Morocco 🇲🇦,Home,0.99,c1272d,006233,,,,,,,,,Morocco 🇲🇦,,,6_4,
com.flashforceapp.mozambique,National Soccer ⚽,225,Mozambique 🇲🇿,Home,0.99,D21034,000000,,,,,,,,,Mozambique 🇲🇿,,,6_4,
com.flashforceapp.namibia,National Soccer ⚽,226,Namibia 🇳🇦,Home,0.99,D21034,ffffff,,,,,,,,,Namibia 🇳🇦,,,6_4,
com.flashforceapp.niger,National Soccer ⚽,227,Niger 🇳🇪,Home,0.99,ffffff,E05206,0DB02B,,,,,,,,Niger 🇳🇪,,,6_4_2,
com.flashforceapp.nigeria,National Soccer ⚽,228,Nigeria 🇳🇬,Home,0.99,008751,ffffff,,,,,,,,,Nigeria 🇳🇬,,,6_4,
com.flashforceapp.reunion,National Soccer ⚽,229,Reunion 🇷🇪,Home,0.99,008000,ff0000,,,,,,,,,Reunion 🇷🇪,,,6_4,
com.flashforceapp.rwanda,National Soccer ⚽,230,Rwanda 🇷🇼,Home,0.99,fad201,20603d,00a1de,,,,,,,,Rwanda 🇷🇼,,,6_4_2,
